Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,パルコファクトリー,33.59085849094854,130.39854168891907,Entertainment,Art Gallery
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,BOOM 天神本店,33.58636244004885,130.40061587752697,Entertainment,Pachinko Parlor
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カラオケ Wiz,33.58901589563935,130.3968062607444,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ビッグエコー 天神DADAビル店,33.589716,130.39664,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ヤマハ天神センター,33.591652,130.40026,Entertainment,Music Venue
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Karaokekan (カラオケ館 天神本店),33.58925,130.3964,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Shidax (シダックス 福岡天神クラブ),33.589656566541706,130.39643449946627,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ビックエコー 天神西通り店,33.58908374132067,130.39623643691334,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,HKT48 Theater (HKT48劇場),33.586350898502666,130.40214615589383,Entertainment,Theater
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,BIG ECHO 天神西通り店,33.58909503867534,130.3961685419006,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,コロッケ倶楽部 天神西通り店,33.588444,130.39615,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Palace World (パレスワールド 大名店),33.586294,130.397558,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カラオケ館 天神西通り店,33.589832,130.39612,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,アクロス福岡 イベントホール,33.59152026693461,130.4023641060021,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,福岡Pocket,33.58887,130.395746,Entertainment,Rock Club
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Fukuoka Symphony Hall (福岡シンフォニーホール),33.591555193965775,130.40240561013275,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,New Combo,33.58893489607385,130.40430032590987,Entertainment,Jazz Club
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,コロッケ倶楽部 天神駅前店,33.59,130.39844,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,konya gallery,33.58769689051747,130.39547055959702,Entertainment,Art Gallery
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,kino cinéma天神,33.5867615149653,130.39540886878967,Entertainment,Movie Theater
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ギャラリー風,33.59026517024964,130.39753976464655,Entertainment,Art Gallery
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Jankara (ジャンカラ 天神店),33.58967148246707,130.3968067911219,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,FFG Hall (FFGホール),33.591248646131504,130.39813349862558,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カラオケ館 天神明治通り店,33.59175484859978,130.4004159285554,Entertainment,Karaoke Box
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Square Garden,33.588635,130.395857,Entertainment,Rock Club
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,アクロス福岡 円形ホール,33.591532404169136,130.4025573525472,Entertainment,Concert Hall
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,HEART BEAT,33.59236452041104,130.40075047289267,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,Mitsubishi Estate Artium (三菱地所アルティアム),33.59008554304743,130.4002762282279,Entertainment,Art Gallery
Tenjin,33.59148888888889,130.39935833333334,148957,HKT48 Theater (HKT48劇場),33.58998696702627,130.39926687538184,Entertainment,Theater
Tenjin,33.59148888888889,130.39935833333334,148957,Tenjin Best Hall (天神ベストホール),33.59092394495667,130.40154827411396,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,ROOMS,33.588806,130.39552,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,Fukuoka City Akarenga Culture Center (福岡市赤煉瓦文化館 (旧日本生命九州支店)),33.59343383112822,130.40167335059303,Entertainment,History Museum
Tenjin,33.59148888888889,130.39935833333334,148957,Former Fukuoka Prefecture Public Hall Distinguished Guest House (旧福岡県公会堂貴賓館),33.59178391120302,130.4043276560296,Entertainment,History Museum
Tenjin,33.59148888888889,130.39935833333334,148957,Nishitetsu Hall (西鉄ホール),33.589902970700436,130.39903045032224,Entertainment,Theater
Tenjin,33.59148888888889,130.39935833333334,148957,IMS Hall (イムズホール),33.59000904840724,130.39986908627876,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,天神かっぱの泉,33.59098,130.39886,Entertainment,Public Art
Tenjin,33.59148888888889,130.39935833333334,148957,カラオケ館 西鉄天神駅前店,33.58987547249637,130.3986529722041,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,パルコファクトリー,33.59085849094854,130.39854168891907,Entertainment,Art Gallery
Tenjin,33.59148888888889,130.39935833333334,148957,ヤマハ天神センター,33.591652,130.40026,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,Toho Cinemas (TOHOシネマズ天神ソラリア館),33.58906843141531,130.39891263805308,Entertainment,Multiplex
Tenjin,33.59148888888889,130.39935833333334,148957,プラザ天神,33.58996274873171,130.39789120882372,Entertainment,Pachinko Parlor
Tenjin,33.59148888888889,130.39935833333334,148957,LIVE & 喫茶 照和,33.589573,130.39871,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,プリマヴェーラ,33.589975,130.401002,Entertainment,Outdoor Sculpture
Tenjin,33.59148888888889,130.39935833333334,148957,plaza天神,33.589774,130.397897,Entertainment,Pachinko Parlor
Tenjin,33.59148888888889,130.39935833333334,148957,MJ TENJIN1,33.589875142097554,130.39758954440657,Entertainment,Pachinko Parlor
Tenjin,33.59148888888889,130.39935833333334,148957,天神きらめき通り FUKUOKA MEDIA STATION,33.58931468746799,130.39827646289723,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,アクロス福岡 イベントホール,33.59152026693461,130.4023641060021,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,Fukuoka Symphony Hall (福岡シンフォニーホール),33.591555193965775,130.40240561013275,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,MRTミュージックスタジオ,33.592458100001316,130.3964954797046,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,public space 四次元,33.594344337478,130.39894366699465,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,ビッグエコー 天神DADAビル店,33.589716,130.39664,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,レソラNTT夢天神ホール,33.588568456330776,130.3988411142916,Entertainment,Theater
Tenjin,33.59148888888889,130.39935833333334,148957,Shidax (シダックス 福岡天神クラブ),33.589656566541706,130.39643449946627,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,カラオケ館 天神西通り店,33.589832,130.39612,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,Buddy up!,33.592007,130.395596,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,三越ギャラリー,33.588408942939374,130.4003831879677,Entertainment,Art Gallery
Tenjin,33.59148888888889,130.39935833333334,148957,カラオケ Wiz,33.58901589563935,130.3968062607444,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,Karaokekan (カラオケ館 天神本店),33.58925,130.3964,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,天神ポケット,33.593497602415205,130.39587139133542,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,BIG ECHO 天神西通り店,33.58909503867534,130.3961685419006,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,go'n studio,33.593306348507696,130.3956481025493,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,HEART BEAT,33.59236452041104,130.40075047289267,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,カラオケ館 天神明治通り店,33.59175484859978,130.4004159285554,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,コロッケ倶楽部 天神駅前店,33.59,130.39844,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,FFG Hall (FFGホール),33.591248646131504,130.39813349862558,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,ギャラリー風,33.59026517024964,130.39753976464655,Entertainment,Art Gallery
Tenjin,33.59148888888889,130.39935833333334,148957,コロッケ倶楽部 天神西通り店,33.588444,130.39615,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,The Voodoo Lounge,33.59298975321223,130.3947884307328,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,Graf,33.593063,130.3948,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,WhiteLily メロディステージ,33.59444800229164,130.39570800475863,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,DRUM SON,33.59299025516199,130.394456834843,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,drum Legend,33.586996973249086,130.39927084637452,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,アクロス福岡 円形ホール,33.591532404169136,130.4025573525472,Entertainment,Concert Hall
Tenjin,33.59148888888889,130.39935833333334,148957,Jankara (ジャンカラ 天神店),33.58967148246707,130.3968067911219,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,御縁屋『Music Pub二階店』,33.59213650431531,130.39540886878967,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,Galaxy Box,33.5935016921457,130.39586200149546,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,ビックエコー 天神西通り店,33.58908374132067,130.39623643691334,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,Fine Sound 天神店,33.59499521322481,130.39876433451406,Entertainment,Music Venue
Tenjin,33.59148888888889,130.39935833333334,148957,サウンドパーク 天神親富孝通り店,33.592308,130.39505,Entertainment,Karaoke Box
Tenjin,33.59148888888889,130.39935833333334,148957,カバの親子,33.58845764764182,130.402061098149,Entertainment,Outdoor Sculpture
Tenjin,33.59148888888889,130.39935833333334,148957,クリーム,33.592764,130.394918,Entertainment,Dance Studio
Tenjin,33.59148888888889,130.39935833333334,148957,福岡Pocket,33.58887,130.395746,Entertainment,Rock Club
Tenjin,33.59148888888889,130.39935833333334,148957,Square Garden,33.588635,130.395857,Entertainment,Rock Club
Gion,33.59404444444445,130.4146777777778,15772,GION1・1,33.59398762248817,130.41402451724414,Entertainment,Pachinko Parlor
Gion,33.59404444444445,130.4146777777778,15772,Hakata Machiya Folk Museum (「博多町家」ふるさと館),33.593685,130.411436,Entertainment,History Museum
Gion,33.59404444444445,130.4146777777778,15772,Hakata Machya Folk Museum,33.59374254673357,130.41112807482708,Entertainment,History Museum
Gion,33.59404444444445,130.4146777777778,15772,Hakata Traditional Crafts Centre (はかた伝統工芸館),33.59383712344915,130.41053997210082,Entertainment,History Museum
Gion,33.59404444444445,130.4146777777778,15772,アジトオブスクラップ博多,33.59476902827999,130.41050596805718,Entertainment,Escape Room
Gion,33.59404444444445,130.4146777777778,15772,ぽんプラザホール,33.59188241632101,130.41057773135347,Entertainment,Theater
Gion,33.59404444444445,130.4146777777778,15772,ビッグエコー はかた駅前通り店,33.589737,130.41391,Entertainment,Karaoke Box
Akasaka,33.58911666666667,130.39085,32937,Queblick,33.58981429066291,130.39354018826825,Entertainment,Rock Club
Akasaka,33.58911666666667,130.39085,32937,ROOMS,33.588806,130.39552,Entertainment,Rock Club
Akasaka,33.58911666666667,130.39085,32937,Enotn Akasaka Studio,33.589097,130.391533,Entertainment,Music Venue
Akasaka,33.58911666666667,130.39085,32937,BACKSTAGE,33.58882504668138,130.39131198439713,Entertainment,Jazz Club
Akasaka,33.58911666666667,130.39085,32937,TUPELO,33.588268,130.390034,Entertainment,Rock Club
Akasaka,33.58911666666667,130.39085,32937,スパイラルファクトリー,33.587366424545905,130.39412369609087,Entertainment,Music Venue
Akasaka,33.58911666666667,130.39085,32937,PLAZA 赤坂 (プラザ赤坂),33.58561,130.39114,Entertainment,Pachinko Parlor
Akasaka,33.58911666666667,130.39085,32937,福岡Pocket,33.58887,130.395746,Entertainment,Rock Club
Akasaka,33.58911666666667,130.39085,32937,konya gallery,33.58769689051747,130.39547055959702,Entertainment,Art Gallery
Akasaka,33.58911666666667,130.39085,32937,Square Garden,33.588635,130.395857,Entertainment,Rock Club
Akasaka,33.58911666666667,130.39085,32937,gallery LUMO,33.58485258476246,130.39213777674414,Entertainment,Art Gallery
Akasaka,33.58911666666667,130.39085,32937,BIG ECHO 天神西通り店,33.58909503867534,130.3961685419006,Entertainment,Karaoke Box
Akasaka,33.58911666666667,130.39085,32937,カラオケ館 天神西通り店,33.589832,130.39612,Entertainment,Karaoke Box
Akasaka,33.58911666666667,130.39085,32937,コロッケ倶楽部 天神西通り店,33.588444,130.39615,Entertainment,Karaoke Box
Akasaka,33.58911666666667,130.39085,32937,kino cinéma天神,33.5867615149653,130.39540886878967,Entertainment,Movie Theater
Akasaka,33.58911666666667,130.39085,32937,ビックエコー 天神西通り店,33.58908374132067,130.39623643691334,Entertainment,Karaoke Box
Watanabedori,33.58396944444445,130.40484444444445,7966,Fukuoka Beat Station,33.58398,130.4016,Entertainment,Rock Club
Watanabedori,33.58396944444445,130.40484444444445,7966,ラポール一丁目,33.58251472538233,130.4071926878259,Entertainment,Pachinko Parlor
Watanabedori,33.58396944444445,130.40484444444445,7966,HKT48 Theater (HKT48劇場),33.586350898502666,130.40214615589383,Entertainment,Theater
Watanabedori,33.58396944444445,130.40484444444445,7966,ジャンカラ 薬院駅前店,33.581524,130.40152,Entertainment,Karaoke Box
Watanabedori,33.58396944444445,130.40484444444445,7966,Cavern Beat,33.58168054196025,130.4087092867383,Entertainment,Rock Club
Watanabedori,33.58396944444445,130.40484444444445,7966,BOOM 天神本店,33.58636244004885,130.40061587752697,Entertainment,Pachinko Parlor
Watanabedori,33.58396944444445,130.40484444444445,7966,Sound Park (サウンドパーク ネオ薬院店),33.58124,130.40079,Entertainment,Karaoke Box
Gofukumachi,33.598216666666666,130.4098888888889,8199,Fukuoka Asian Art Museum (福岡アジア美術館),33.59503,130.40631,Entertainment,Art Museum
Gofukumachi,33.598216666666666,130.4098888888889,8199,Hakataza Theater (博多座),33.595512,130.40675,Entertainment,Theater
Gofukumachi,33.598216666666666,130.4098888888889,8199,アジトオブスクラップ博多,33.59476902827999,130.41050596805718,Entertainment,Escape Room
Gofukumachi,33.598216666666666,130.4098888888889,8199,Hakata Traditional Crafts Centre (はかた伝統工芸館),33.59383712344915,130.41053997210082,Entertainment,History Museum
Gofukumachi,33.598216666666666,130.4098888888889,8199,川上音二郎像,33.59486413257651,130.40632523976905,Entertainment,Outdoor Sculpture
Gofukumachi,33.598216666666666,130.4098888888889,8199,Reizensou (冷泉荘),33.59390494965245,130.408447474148,Entertainment,Art Gallery
Hakata,33.59,130.4206111111111,461079,T-Joy (T・ジョイ博多),33.58987497616096,130.41978939053763,Entertainment,Multiplex
Hakata,33.59,130.4206111111111,461079,Angel Post (エンジェルポスト),33.588928029265155,130.41962385177612,Entertainment,Public Art
Hakata,33.59,130.4206111111111,461079,Korokke Club (コロッケ倶楽部 博多本店),33.588326,130.42119,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,ビッグエコー博多筑紫口2号店,33.588985187304814,130.4217227860986,Entertainment,Music Venue
Hakata,33.59,130.4206111111111,461079,ビッグエコー 博多筑紫口店,33.5890162590841,130.42168358790485,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,PLAZA博多店 (プラザ博多),33.58971,130.42192,Entertainment,Pachinko Parlor
Hakata,33.59,130.4206111111111,461079,金のカエル,33.589774091758066,130.4185430804526,Entertainment,Outdoor Sculpture
Hakata,33.59,130.4206111111111,461079,8番シアター,33.588971,130.420527,Entertainment,Movie Theater
Hakata,33.59,130.4206111111111,461079,プラザ博多,33.590269154419964,130.42152872448858,Entertainment,Pachinko Parlor
Hakata,33.59,130.4206111111111,461079,ジャンカラ 博多駅筑紫口2号店,33.58931176058846,130.42253369401521,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,Kuroda Bushi Statue (黒田武士像),33.58960106838661,130.41889638957926,Entertainment,Outdoor Sculpture
Hakata,33.59,130.4206111111111,461079,Shidax (シダックス 博多駅前クラブ),33.58997742920336,130.42304351409535,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,カラオケ館 博多駅前店,33.590101,130.423053,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,Jankara (ジャンカラ 博多駅筑紫口店),33.591126268340794,130.42267124665358,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,コロッケ倶楽部 博多駅前店,33.58892,130.42346,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,カラオケ JOYSOUND 博多口駅前店,33.58969244630934,130.4171214725883,Entertainment,Karaoke Box
Hakata,33.59,130.4206111111111,461079,カラオケCLUB DAM 博多駅前店,33.5887224683004,130.41650176048276,Entertainment,Karaoke Box
Yakuin,33.581925000000005,130.40168333333335,60188,Fukuoka Beat Station,33.58398,130.4016,Entertainment,Rock Club
Yakuin,33.581925000000005,130.40168333333335,60188,ジャンカラ 薬院駅前店,33.581524,130.40152,Entertainment,Karaoke Box
Yakuin,33.581925000000005,130.40168333333335,60188,Sound Park (サウンドパーク ネオ薬院店),33.58124,130.40079,Entertainment,Karaoke Box
Yakuin,33.581925000000005,130.40168333333335,60188,HKT48 Theater (HKT48劇場),33.586350898502666,130.40214615589383,Entertainment,Theater
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,Gas Hall (ガスホール),33.602325156704964,130.4147792032969,Entertainment,Theater
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,パピオビールーム 練習場,33.60163916416792,130.41664728920423,Entertainment,Theater
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,新博多地蔵尊,33.602707,130.41066,Entertainment,Outdoor Sculpture
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,COTE D'AZUR (コート・ダジュール 薬院大通店),33.58253671746617,130.39530054614198,Entertainment,Karaoke Box
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Sound Park (サウンドパーク ネオ薬院店),33.58124,130.40079,Entertainment,Karaoke Box
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,日蓮聖人立像,33.60674740913501,130.4209005832672,Entertainment,Outdoor Sculpture
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,元寇史料館,33.606483,130.420159,Entertainment,History Museum
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,ギャラリー,33.610744,130.41629,Entertainment,Art Gallery
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,三ノ上万由美バレエスタジオ,33.610276,130.423429,Entertainment,Dance Studio
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,Blowin',33.61199957756703,130.4220303530181,Entertainment,Music Venue
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Fukuoka City Science Museum (福岡市科学館),33.57768307491403,130.37765701624002,Entertainment,Science Museum
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,福岡市科学館 サイエンスホール,33.577595,130.377999,Entertainment,Theater
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,ドームシアター 福岡市科学館,33.577358,130.378076,Entertainment,Planetarium
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,スタジオ Heart strings,33.57649356,130.37476958,Entertainment,Music Venue
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Atelier TERATA (アトリエてらた),33.57913,130.38237,Entertainment,Art Gallery
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,スウィング,33.58997344970703,130.37973022460938,Entertainment,Outdoor Sculpture
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,Luak,33.590515,130.377471,Entertainment,Art Gallery
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,estudio tres gracias 末松三和フラメンコ教室,33.589671,130.38154,Entertainment,Dance Studio
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,ちいさなギャラリーふふ,33.590595,130.375944,Entertainment,Art Gallery
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,peace,33.592622,130.379106,Entertainment,Music Venue
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,Livehouse & Club PEACE,33.592829916475985,130.37900664185935,Entertainment,Rock Club
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,DEMETER,33.58739959743767,130.37808260971408,Entertainment,Public Art
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,福岡博開催記念,33.587245,130.377892,Entertainment,Outdoor Sculpture
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,TERCEIRO,33.59316055937329,130.3820213606262,Entertainment,Art Gallery
Fujisaki,33.581361111111114,130.3481694444445,24714,Momochi Palace (ももちパレス),33.58239250958108,130.34712644472486,Entertainment,Theater
Fujisaki,33.581361111111114,130.3481694444445,24714,日本楽芸社 ヤマハ音楽教室 藤崎センター,33.57937377834594,130.34655315539433,Entertainment,Music Venue
Fujisaki,33.581361111111114,130.3481694444445,24714,日本楽芸社スタジオReve,33.57915272967535,130.34651827936474,Entertainment,Concert Hall
Fujisaki,33.581361111111114,130.3481694444445,24714,Studio Rêve  スタジオレーヴ,33.578934,130.346438,Entertainment,Music Venue
Fujisaki,33.581361111111114,130.3481694444445,24714,高取焼 味楽窯,33.57964798691944,130.35188894502744,Entertainment,Art Gallery
Tōjinmachi,33.59026388888889,130.37053333333333,23542,甘棠館 Show劇場,33.591030404657744,130.3710738199228,Entertainment,Theater
Tōjinmachi,33.59026388888889,130.37053333333333,23542,株式会社タイキ・マツバヤシ福岡支店,33.59013,130.369428,Entertainment,Erotic Museum
Tōjinmachi,33.59026388888889,130.37053333333333,23542,ギャラリー京,33.59100318365657,130.3711406046427,Entertainment,Art Gallery
Tōjinmachi,33.59026388888889,130.37053333333333,23542,スペーステラ,33.590511014192316,130.37345803022075,Entertainment,Jazz Club
Tōjinmachi,33.59026388888889,130.37053333333333,23542,平野國臣君追慕碑,33.588308,130.367409,Entertainment,Memorial Site
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,CTC,33.543087,130.462555,Entertainment,Theater
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,Ｓスタ,33.544067,130.46088,Entertainment,Music Venue
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,那珂南小学校併設博物館,33.540981,130.46448,Entertainment,Museum
Muromi,33.58096111111111,130.340075,16760,和光音楽アカデミー,33.581085125697385,130.34141120964648,Entertainment,Music Venue
Nishijin,33.583802777777784,130.35974166666665,49192,ヤマハ西新センター,33.584400252526585,130.36046206468657,Entertainment,Music Venue
Nishijin,33.583802777777784,130.35974166666665,49192,サウンドパーク 西新店,33.583057,130.35864,Entertainment,Karaoke Box
Nishijin,33.583802777777784,130.35974166666665,49192,ヒッツダンススタジオ,33.582071,130.359742,Entertainment,Dance Studio
Nishijin,33.583802777777784,130.35974166666665,49192,コロッケ倶楽部 西新店,33.5827,130.3593,Entertainment,Karaoke Box
Nishijin,33.583802777777784,130.35974166666665,49192,ワンダーランド 西新店,33.58180455870039,130.36060278082383,Entertainment,Pachinko Parlor
Nishijin,33.583802777777784,130.35974166666665,49192,カラオケBanBan 西新5丁目店,33.5822,130.35785,Entertainment,Karaoke Box
Nishijin,33.583802777777784,130.35974166666665,49192,西南学院大学 博物館,33.585392,130.35783,Entertainment,Museum
Nishijin,33.583802777777784,130.35974166666665,49192,ジャンカラ西新店,33.582177049946715,130.35763573696516,Entertainment,Karaoke Box
Befu,33.57416944444445,130.3696277777778,11453,ジャムズ ウクレレスクール,33.57608041810909,130.37364944815636,Entertainment,Music Venue
Sakurazaka,33.57729166666667,130.38681944444446,3863,スタジオスタッフ,33.579945,130.38663,Entertainment,Music Venue
Sakurazaka,33.57729166666667,130.38681944444446,3863,森本能舞台,33.578568,130.39069,Entertainment,Performing Arts Venue
Sakurazaka,33.57729166666667,130.38681944444446,3863,サル山,33.57465155005634,130.3897225856781,Entertainment,Zoo Exhibit
Sakurazaka,33.57729166666667,130.38681944444446,3863,キリン舎,33.57391563319652,130.3894798660029,Entertainment,Zoo Exhibit
Sakurazaka,33.57729166666667,130.38681944444446,3863,Atelier TERATA (アトリエてらた),33.57913,130.38237,Entertainment,Art Gallery
Sakurazaka,33.57729166666667,130.38681944444446,3863,ツシマヤマネコ・ツシマテン舎,33.57437667840409,130.39046823978424,Entertainment,Zoo Exhibit
Ōhashi,33.559202777777784,130.42634444444442,36635,カラオケBanBan 大橋駅東口店,33.559814,130.426,Entertainment,Karaoke Box
Ōhashi,33.559202777777784,130.42634444444442,36635,サウンドパーク NEO大橋店,33.55824,130.4259,Entertainment,Karaoke Box
Ōhashi,33.559202777777784,130.42634444444442,36635,カラオケ本舗 まねきねこ 西鉄大橋駅前店,33.55995,130.428422,Entertainment,Karaoke Box
Ōhashi,33.559202777777784,130.42634444444442,36635,music studio Bamboo,33.561108,130.42307,Entertainment,Music Venue
Fukkōdaimae,33.69844166666666,130.44011666666668,23497,ヤマハ音楽教室新宮センター,33.699911,130.440731,Entertainment,Music Venue
Fukkōdaimae,33.69844166666666,130.44011666666668,23497,GALA,33.698883,130.43814,Entertainment,Pachinko Parlor
Fukkōdaimae,33.69844166666666,130.44011666666668,23497,ひらはらなおこバレエスタジオ,33.70047017832914,130.44129980855084,Entertainment,Dance Studio
NishitetsuHirao,33.573597222222226,130.40627777777777,13019,STS studio,33.57307,130.402778,Entertainment,Music Venue
NishitetsuHirao,33.573597222222226,130.40627777777777,13019,やすむら,33.576616,130.404013,Entertainment,Art Gallery
NishitetsuHirao,33.573597222222226,130.40627777777777,13019,シアターおくんち,33.5713864003136,130.4098191545358,Entertainment,Indie Theater
NishitetsuHirao,33.573597222222226,130.40627777777777,13019,サンケン・エンジニアリング株式会社,33.571831,130.410843,Entertainment,Performing Arts Venue
