Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
Gofukumachi,33.598216666666666,130.4098888888889,8199,Sansui Mizudashi Coffee (山水水出珈琲),33.595812,130.406267,Cafes,Coffee Shop
Gofukumachi,33.598216666666666,130.4098888888889,8199,Doutor Coffee Shop (ドトールコーヒーショップ),33.59776577978096,130.41002959012985,Cafes,Coffee Shop
Gofukumachi,33.598216666666666,130.4098888888889,8199,Caffè Veloce (カフェ・ベローチェ 博多呉服町店),33.597638510240145,130.40963095587108,Cafes,Coffee Shop
Gofukumachi,33.598216666666666,130.4098888888889,8199,Cafe Vert (カフェ・ヴェール),33.59800797274266,130.41128754615784,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,Bakery Cafe Kitchen Lamp,33.59869551678753,130.41036896486617,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,珈琲と麦酒,33.59898,130.41304,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,ケンジーズカフェ,33.59483780352632,130.41025090231233,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,MANOMA,33.59609824925528,130.41314365553197,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,珈琲のシャポー 土居町本店,33.59551966708998,130.40710666030506,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,カフェ サウスワン,33.59723455560872,130.40566824114828,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,Bee Honey Cafe,33.595464010106056,130.40612615005324,Cafes,Café
Gofukumachi,33.598216666666666,130.4098888888889,8199,FIKA COFFEE,33.595493,130.4056,Cafes,Café
Hakata,33.59,130.4206111111111,461079,REC COFFEE,33.589642540101806,130.41903847365242,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Starbucks,33.5894573163663,130.41898208566516,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Starbucks,33.588269,130.418917,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Starbucks,33.590306791083485,130.41904679112602,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Komeda's Coffee (コメダ珈琲店),33.591278,130.41985,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Campbell Early (キャンベル・アーリー),33.59038338857913,130.41964430311018,Cafes,Café
Hakata,33.59,130.4206111111111,461079,星乃珈琲店,33.588836,130.419354,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Starbucks,33.589537,130.417099,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Komeda's Coffee (コメダ珈琲店 博多駅東店),33.588122960382385,130.4235258038524,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Tully's Coffee &TEA,33.59114107771944,130.41997713185893,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Tully's Coffee,33.589079742716635,130.41895688870102,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Doutor Coffee Shop (ドトールコーヒーショップ),33.588576,130.421198,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,CAFÉ de CRIÉ,33.591474,130.419906,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Caffè Veloce (カフェ・ベローチェ 博多駅筑紫口店),33.59049560953392,130.42239892784804,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,PRONTO,33.58998149444306,130.42315549469907,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Starbucks,33.59023938301012,130.4220287967505,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Starbucks,33.59092043419801,130.4186635042818,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Doutor Coffee Shop (ドトールコーヒーショップ 博多駅前店),33.588209242577264,130.41862714260623,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Doutor Coffee Shop (ドトールコーヒーショップ),33.59014074870637,130.42205631459154,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,CAFÉ de CRIÉ,33.592587,130.416391,Cafes,Café
Hakata,33.59,130.4206111111111,461079,GARB LEAVES,33.589021731112965,130.41556528601555,Cafes,Café
Hakata,33.59,130.4206111111111,461079,PRONTO,33.59012630224133,130.42212601515723,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Doutor Coffee Shop (ドトールコーヒーショップ),33.59013746083894,130.41918361754003,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Seattle's Best Coffee,33.5879579292274,130.42142615002464,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Ueshima Coffee House (上島珈琲店),33.590060891223885,130.42197171898343,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,café d'Erté (エルテ),33.589736862219134,130.42191445827484,Cafes,Café
Hakata,33.59,130.4206111111111,461079,LUPICIA,33.589621,130.418936,Cafes,Tea Room
Hakata,33.59,130.4206111111111,461079,三日月屋カフェ 博多駅店,33.590136,130.422027,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Café Estación (カフェ・エスタシオン),33.59007019150862,130.42194116807013,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Mutsukado Cafe (むつか堂カフェ),33.59026487902924,130.4190558564326,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Fujikan (藤館),33.590677056139064,130.420564031834,Cafes,Café
Hakata,33.59,130.4206111111111,461079,IVO CORSINI 1875,33.588583,130.419325,Cafes,Café
Hakata,33.59,130.4206111111111,461079,KEY'S CAFÉ,33.591418,130.419821,Cafes,Café
Hakata,33.59,130.4206111111111,461079,APETITO,33.59100951062176,130.4201191322473,Cafes,Café
Hakata,33.59,130.4206111111111,461079,丸の内CAFE会,33.58958388855618,130.4188904806882,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,アプトカフェ,33.58902,130.421634,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Afternoon Tea Tearoom,33.590132188627784,130.41894858637525,Cafes,Tea Room
Hakata,33.59,130.4206111111111,461079,アニON STATION 博多,33.591662,130.419962,Cafes,Café
Hakata,33.59,130.4206111111111,461079,CORDUROY café,33.589449049482766,130.41901768356422,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Wired Cafe (WIRED CAFE 博多),33.59019987765137,130.41911032188722,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Lipton Tea Stand 博多マルイ店,33.588813,130.419086,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Hello Kitty Shinkansen Cafe,33.59059,130.420893,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Café NESCAFÉ,33.5902833595076,130.42067957295734,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Italian Tomato Cafe Jr. (イタリアントマト Cafe Jr.),33.59081924169079,130.41880485804563,Cafes,Café
Hakata,33.59,130.4206111111111,461079,カフェ・ミエル,33.590004,130.41846,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Seattle's Best Coffee,33.59010030040449,130.42198045066993,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Cafe Régent (カフェレジャン 珈琲舎のだ),33.59015113161687,130.42063722349442,Cafes,Café
Hakata,33.59,130.4206111111111,461079,リトルハニー,33.58970222928898,130.4189795625944,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,上田カリー ルートイン博多駅前店,33.591354865459735,130.41905562680085,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Cafe Procacci,33.589624513791925,130.41754783205354,Cafes,Café
Hakata,33.59,130.4206111111111,461079,CAFÉ de CRIÉ,33.58989264838883,130.41677284833816,Cafes,Café
Hakata,33.59,130.4206111111111,461079,HEARTSカフェレストラン&バー,33.587361,130.419867,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Monte Cafe (モンテカフェ),33.59068424235968,130.4219040518245,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Caffè Veloce (カフェ・ベローチェ),33.589905,130.41638,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,リラクゼーションカフェ アルファ博多店,33.58867061856535,130.4240962569901,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Tea & Cocktail Lounge (ティー&カクテルラウンジ),33.591407,130.417156,Cafes,Café
Hakata,33.59,130.4206111111111,461079,ORIGINAL PANCAKE HOUSE (オリジナルパンケーキハウス 博多店),33.58889,130.419364,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Kohikan (珈琲館),33.589700992785794,130.4215572819819,Cafes,Café
Hakata,33.59,130.4206111111111,461079,丸福珈琲店,33.589072,130.420872,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Cafe バンカム,33.591528780040406,130.41966676712036,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Kagurazaka Saryo (神楽坂茶寮),33.58966,130.418902,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Honolulu Coffee,33.589332758569824,130.41891597269037,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,ウェルカムカフェ,33.58958980377489,130.41866748531703,Cafes,Café
Hakata,33.59,130.4206111111111,461079,デレマスカフェ アニON stationバスターミナル店,33.590988,130.419605,Cafes,Café
Hakata,33.59,130.4206111111111,461079,つづりCafe,33.588745,130.4194,Cafes,Café
Hakata,33.59,130.4206111111111,461079,SEGAFREDO ZANETTI espresso,33.5912427906649,130.4195487499237,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Seattle's Best Coffee,33.58992766115038,130.42449568309763,Cafes,Coffee Shop
Hakata,33.59,130.4206111111111,461079,Coffee-sya Noda (珈琲舎のだ サンプラザ店),33.59076465006005,130.4181432723999,Cafes,Café
Hakata,33.59,130.4206111111111,461079,橡 珈琲館,33.588168344999225,130.42288541793823,Cafes,Café
Hakata,33.59,130.4206111111111,461079,Cinnabon Seattle's Best Coffee,33.5896814939475,130.41902225017762,Cafes,Café
Hakata,33.59,130.4206111111111,461079,The Lounge,33.587140736410795,130.4177966457339,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,REC COFFEE (REC COFFEE 薬院駅前店),33.58154540235834,130.4034984111786,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,Le BRETON,33.58475068419945,130.39798794966225,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Doutor Coffee Shop (ドトールコーヒーショップ),33.582065561395375,130.40194541215897,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,PRONTO,33.58466047422803,130.40417048074008,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Per Tossini (ペルトッシーニ),33.58296541910808,130.4031158055019,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Manu Coffee Roasters クジラ店,33.580708,130.40283,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,喫茶ふじた,33.583252,130.40321,Cafes,Tea Room
Yakuin,33.581925000000005,130.40168333333335,60188,MASTARS CAFE,33.581894,130.403965,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,ICONE,33.58399889990088,130.40048897266388,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,ビッグベン,33.581286,130.398915,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,COFFEE COUNTY,33.580804134137885,130.40476711498212,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,月舟珈琲,33.584520202372595,130.40041696562014,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,café pour vous,33.584116140808746,130.39925576878832,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,PALOMA+1 GASTRO BAR,33.58451277864196,130.3996235093303,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Opt Cafe,33.578737,130.402024,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Seattle's Best Coffee,33.585105,130.403194,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,TEA LIGHT (ティーライト),33.58340881219355,130.40064300536193,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,グリーンハウス,33.58309,130.40633,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,モダンタイムズ,33.58559018507428,130.39963545609555,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,RAMAI PULAU RESORT,33.58558773163598,130.39942717994197,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,cafe de h / galerie de h,33.58512464506341,130.39857517497995,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Read cafe,33.58110743006791,130.39672315120697,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,Cafe and bar gigi,33.58175981472056,130.40683935648931,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,チャーリーブラウン,33.58248242993115,130.40681138908,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,コサイン,33.58089291221676,130.39666414260864,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,喫茶ルック,33.578136,130.399208,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,cafe sones,33.58409340032078,130.40071436183624,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,TAO,33.581738396071316,130.40689698545023,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,knot,33.58094,130.396583,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,今泉小径 日和日,33.58356,130.39676,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,F-ANNEX,33.585256597551634,130.39808236175776,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,ROASTER'S COFFEE 焙煎屋 平尾店,33.577725,130.399763,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,Mic comercy,33.582983,130.398449,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,KAMAKIRI COFFEE TAKASAGO,33.58215,130.40535,Cafes,Coffee Shop
Yakuin,33.581925000000005,130.40168333333335,60188,Saturday . AND READY,33.582405,130.397972,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,幸田屋珈琲店,33.58208701260179,130.3978832441332,Cafes,Tea Room
Yakuin,33.581925000000005,130.40168333333335,60188,ルノアール,33.58365042246135,130.40500128049342,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,ON SUGAR,33.581798,130.397634,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,como es (コモエス 今泉),33.583954,130.398375,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,marbre blanc patisserieet café 薬院本店,33.58104077537248,130.39730402132062,Cafes,Café
Yakuin,33.581925000000005,130.40168333333335,60188,麻の葉,33.58005137802188,130.40629039911744,Cafes,Café
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,ティールーム たかはし,33.602558,130.414205,Cafes,Café
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,Tonagi cafe,33.60427,130.414477,Cafes,Café
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,玉手箱,33.60370264885107,130.41484564762698,Cafes,Tea Room
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,TOWNSQUARE COFFEE ROASTERS,33.60238301354471,130.41476745884665,Cafes,Coffee Shop
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,菊竹珈琲堂,33.602265,130.414716,Cafes,Café
ChiyokenchōguchiChiyoPrefecturalOffice,33.6028,130.41455833333333,9423,珈琲と麦酒,33.59898,130.41304,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,knot,33.58094,130.396583,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Coffee & Cake Stand Lulu,33.581738,130.39558,Cafes,Coffee Shop
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,marbre blanc patisserieet café 薬院本店,33.58104077537248,130.39730402132062,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Read cafe,33.58110743006791,130.39672315120697,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,コサイン,33.58089291221676,130.39666414260864,Cafes,Coffee Shop
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,ON SUGAR,33.581798,130.397634,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,珈琲 花びし,33.582369,130.395627,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,幸田屋珈琲店,33.58208701260179,130.3978832441332,Cafes,Tea Room
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,あだち珈琲 警固店,33.58260541232797,130.3954838237596,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,ビッグベン,33.581286,130.398915,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,NICE fleur & cafe (NICE フラワー＆カフェ),33.58275436734362,130.3951308844325,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,REC COFFEE (REC COFFEE 浄水テラス店),33.578002,130.395298,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Saturday . AND READY,33.582405,130.397972,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,ぶんカフェ,33.583088,130.39497,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,coffon,33.579292,130.392817,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,MODOO'S COFFEE BREWERS,33.579265,130.392813,Cafes,Coffee Shop
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,今泉小径 日和日,33.58356,130.39676,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,JOY TRIP CAFE,33.5836,130.395768,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Mic comercy,33.582983,130.398449,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,cafe Teco,33.58373556057039,130.39586082044954,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,喫茶ルック,33.578136,130.399208,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,cafe MARUGO,33.581883,130.3924438,Cafes,Coffee Shop
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Round Counter,33.578536,130.392522,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,cafe momotose,33.576973,130.39817,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,coffee&sake NINETEEN,33.583927,130.394137,Cafes,Coffee Shop
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,como es (コモエス 今泉),33.583954,130.398375,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,Tweeny heart cafe,33.584409,130.395994,Cafes,Café
YakuinodoriZooBotanicalGarden,33.58040555555556,130.39615833333332,6258,ROASTER'S COFFEE 焙煎屋 平尾店,33.577725,130.399763,Cafes,Coffee Shop
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,REC COFFEE 県庁東店,33.6083,130.42033,Cafes,Café
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,ミルカ,33.60971221795946,130.41907553142323,Cafes,Tea Room
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,Seattle's Best Coffee,33.609574093470144,130.41638289598896,Cafes,Coffee Shop
MaidashikyūdaibyōinmaeMaidashiKyushuUniversityHospital,33.60921388888889,130.41931666666665,12551,Seattle's Best Coffee,33.60648801368497,130.4230281046513,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Starbucks,33.5777628228894,130.37788096732046,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Komeda's Coffee (コメダ珈琲店 福岡六本松店),33.57843,130.37915,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,sofu coffee (そふ珈琲),33.574548877517884,130.37380934437772,Cafes,Tea Room
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,クロノ,33.57713123346643,130.37620588394503,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,鳥飼カフェ 六本松店,33.57829,130.37755,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,ミカフェート 六本松店,33.578126,130.378505,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Seattle's Best Coffee & SUBWAY,33.57744323719406,130.37737477445197,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,喫茶こめや,33.57894881987744,130.3774058818817,Cafes,Tea Room
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,フェアリーフィールズ,33.575711681871105,130.37723311345738,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,FusukuCoffee,33.57612869085521,130.37960529327393,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,黒文字屋,33.58022288949824,130.37593635262647,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Saredo Coffee,33.57931976501495,130.38087129592896,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,DAY'S CUP cafe,33.580809,130.379031,Cafes,Café
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,COFFEEMAN,33.57423346852387,130.37824378816003,Cafes,Coffee Shop
RopponmatsuScienceMuseum,33.57767777777778,130.37728611111112,13184,Brulerie de TOMONO (トモノウコーヒー),33.576017,130.37289,Cafes,Coffee Shop
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,Royal Garden Cafe,33.58913369460084,130.376224166192,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,Starbucks,33.586865726369034,130.37817768487315,Cafes,Coffee Shop
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,倉商店,33.590706,130.381069,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,tweener,33.590247,130.381459,Cafes,Coffee Shop
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,PARK SIDE CAFE,33.58950671904271,130.37623514020217,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,Cafe KuRuMi,33.590491433706525,130.37609072639648,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,cafe de opera,33.58986290957823,130.38207115351506,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,中央区ワンパーク 大濠店,33.58983617558047,130.37513957834744,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,如水庵  福岡城店,33.58656,130.380266,Cafes,Café
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,SHIROUZU COFFEE 港 (シロウズコーヒー 港),33.593918,130.37898,Cafes,Coffee Shop
OhorikoenOhoriParkFukuokaArtMuseum,33.59008333333333,130.37885277777778,22162,加美家,33.589524879453776,130.3742516040802,Cafes,Café
Takeshita,33.56868055555556,130.431425,17078,ロイヤルカフェ,33.567904285674906,130.43246483752188,Cafes,Café
Takeshita,33.56868055555556,130.431425,17078,5cafe,33.56694309120666,130.43065140793954,Cafes,Café
Takeshita,33.56868055555556,130.431425,17078,Mochajava Vegetable 808,33.56942288690017,130.4339622995296,Cafes,Café
Takeshita,33.56868055555556,130.431425,17078,NANA CAFE 大橋店,33.5656308671885,130.42924591114252,Cafes,Café
Fujisaki,33.581361111111114,130.3481694444445,24714,Komeda’s Coffee (コメダ珈琲店 福岡室見店),33.58075,130.343192,Cafes,Café
Fujisaki,33.581361111111114,130.3481694444445,24714,floresta / nature doughnuts,33.581221,130.351539,Cafes,Café
Fujisaki,33.581361111111114,130.3481694444445,24714,かうひい屋,33.581132,130.352179,Cafes,Coffee Shop
Tōjinmachi,33.59026388888889,130.37053333333333,23542,COCOKARA,33.590916,130.37249,Cafes,Café
Tōjinmachi,33.59026388888889,130.37053333333333,23542,加美家,33.589524879453776,130.3742516040802,Cafes,Café
Tōjinmachi,33.59026388888889,130.37053333333333,23542,中央区ワンパーク 大濠店,33.58983617558047,130.37513957834744,Cafes,Café
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,Ittou Coffee (一等珈琲),33.541982,130.460665,Cafes,Café
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,Cafe&Bar Secret Base,33.545265,130.46064,Cafes,Café
MinamiFukuoka,33.54213055555555,130.46059444444444,20535,9/9 Cafe,33.54519279769129,130.45934682774916,Cafes,Café
Muromi,33.58096111111111,130.340075,16760,Komeda’s Coffee (コメダ珈琲店 福岡室見店),33.58075,130.343192,Cafes,Café
Muromi,33.58096111111111,130.340075,16760,リトルハニー室見店,33.58055,130.339971,Cafes,Coffee Shop
Muromi,33.58096111111111,130.340075,16760,LITTLE HONEY,33.58056219615148,130.34005880355835,Cafes,Coffee Shop
Muromi,33.58096111111111,130.340075,16760,ごはんとおやつ うめや,33.58020782470703,130.34420776367188,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,Doutor Coffee Shop (ドトールコーヒーショップ),33.583007,130.35958,Cafes,Coffee Shop
Nishijin,33.583802777777784,130.35974166666665,49192,PRONTO,33.583357,130.359637,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,FITZ CAFE,33.582763,130.359268,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,珈香,33.581932504961244,130.35951037964762,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,庵道珈琲店 西新店,33.58252475973946,130.35796983633682,Cafes,Coffee Shop
Nishijin,33.583802777777784,130.35974166666665,49192,Meruhen (芽瑠辺),33.58401172885442,130.3623698002988,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,珈琲伊藤,33.58285,130.35732,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,TRICKSTER COFFEE,33.58219059990218,130.35702001475335,Cafes,Coffee Shop
Nishijin,33.583802777777784,130.35974166666665,49192,LIBRARY CAFE,33.58518967924295,130.3566757534286,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,ROJIURA BAKERY CAFE,33.581818,130.3567,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,Strawberry Fields,33.58157584121952,130.3569030631366,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,西新五丁目 あかり珈琲,33.58176312386617,130.35667217515007,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,NIYOL COFFEE,33.58049,130.357292,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,Siro Coffee,33.57995,130.36168,Cafes,Café
Nishijin,33.583802777777784,130.35974166666665,49192,NEST cafe & sweet,33.57939008264085,130.35923171680489,Cafes,Café
